x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
3.4274680598849767,-0.900335399564411,7.692421770607033,4.938977309684767,5.124965911358932,5.140843798041654,3.9300164685098378,7.032415335218252,8.788097502450036,3.4332049813630814,4.554514710446931,7.641608159819774,4.101586460151924,2.849266978896227,2.835868963989167,6.056362971780363,4.995049235657201,4.01553811482559,2.6787634214927887,5.440128836538321,-0.003319314046933028,-0.21649805253697785,1.7371849487177282,-0.9640129301697303,-0.14053689071431566,5.880621784903738,-0.7814513300438554
-0.8703353639334338,-0.02937442500599152,-0.3879022878560606,-0.6825678949086617,-0.6531421447018823,-0.5597936824483557,-0.13787929524744086,-0.5736948906554576,-0.2760601606317308,-0.049618583125366926,-0.47317494299737534,-0.37194362723804525,-0.3596861146950577,0.08454687823664521,-0.5876723352966757,-0.6000097979860443,-0.46515245208288886,-0.7511823422225071,-0.8137264056213577,-0.561683364785705,-0.7656377339032308,0.24602845293551212,0.027230085883888196,0.21251898691404678,0.46888478990554044,-0.5262436800352764,-0.4298492174853487
1.0867001236981637,0.4061060622732182,-0.18838811357302127,-0.06225945853973164,-0.01992482348973825,0.6794753350494726,0.16344631688272793,0.07825741441943167,-0.1197815802337693,0.103472562566433,1.0055573080156557,-0.37194362723804525,0.16961741113424528,0.23005846248188636,0.6632369855962282,-0.31060228625707,0.3363450433651978,0.5852813373236883,0.008035906640794503,-0.32784652577308065,-0.699349175654857,0.5624939566798483,-0.8277473455330325,-0.2973115104889238,1.3506864892813142,0.1736652884705668,-0.32279088193067534
0.47272820600981935,-0.4648549122852012,-0.28814520071454097,0.17035620509861713,-0.01992482348973825,-0.2293219444489348,-0.43920490737760964,0.18691613193191323,0.03649700016419221,-0.011345796702416948,0.2661911825091402,-0.3195674717670791,0.018387832325873016,0.08454687823664521,-0.2584856719038062,-0.4553060421215571,0.13597066950317616,-0.39479202767685506,-0.6082858275558196,0.45160960426900065,0.3281234771949353,1.5118904679128569,-1.4155443296321648,0.17330125634458748,-0.6160574696768517,-0.04123779613610264,-0.2360172836389927
0.05062251259908261,-0.4648549122852012,-0.28814520071454097,-0.13979801308584788,-0.01992482348973825,-0.31193987894879005,0.01278351081764354,-0.08473066184929066,-0.19792087043275003,-0.39407366093191676,-0.1774284927947691,-0.267191316296113,-0.3596861146950577,-0.27923208237645764,-0.060973673868084555,-0.21413311568074528,-0.5653396390138997,-0.2611456597222355,-0.8137264056213577,-0.8734658168025375,-0.8319262921516045,0.781585459272081,-0.18651427197034198,-0.8071420078918933,-0.24010437656206707,-0.2984354242884342,0.08065000363325223
0.2041154920211687,-0.900335399564411,0.31039732213457716,1.2171266914711867,-0.01992482348973825,-0.1880129771990072,-0.13787929524744086,-0.19338937936177222,0.38812380605960556,-0.27925530166306683,-0.3253017178960722,0.04706561652968388,-0.28407132529087153,0.1573026703592658,-0.5218350026181018,-0.31060228625707,-0.014310110893340089,0.6743789159601012,-0.6082858275558196,-0.40579213877728876,-0.7987820130274176,1.6822949699290377,-0.7475932113376962,-0.6894888161835165,-1.018333001578973,0.08184125670233389,-0.7825782598917994
-0.44822967052269713,-0.900335399564411,-0.43778083142682045,-0.29487512217808043,-0.4948378143988463,-0.6424116169482109,-0.5898677134426941,-0.6280242494116984,-0.2760601606317308,-0.6237103794696166,-0.9167946183012846,-0.21481516082514682,-0.3596861146950577,-0.6430110429895605,-0.3243230045823801,-0.40707145683339474,-0.014310110893340089,-0.7957311315407137,0.6243576408374086,-0.40579213877728876,0.560133431064243,0.07562395091933245,0.053948130615666966,0.0164303340667504,-0.40318905165752167,-0.4724537133906789,0.22827781371390665
1.1250733685536851,-0.02937442500599152,0.5099114964176165,-0.06225945853973164,0.6132924977224058,-0.10539504269915198,0.01278351081764354,0.023928055663190888,0.27091487076113446,0.21829092183528293,0.1183179574078371,0.4136987048264469,0.09400262173005915,0.1573026703592658,-0.5876723352966757,-0.06942935981625817,0.8873745714857574,0.4961837586872752,-0.8137264056213577,0.6075008302774169,0.2618349189465615,0.5381504563918225,-0.3735405850927934,0.4282165050460728,-0.7985978603977288,0.2739024586877098,-0.47605334125104987
-0.14124371167852498,-0.02937442500599152,0.958818388554455,0.6743568096483727,0.45498816741936976,0.14245876080041367,0.4647719290128967,0.730209719494321,0.38812380605960556,0.103472562566433,1.3013037582182618,0.7803317931232099,0.547691358155176,0.7393490073402303,-0.060973673868084555,0.07527439604822894,-0.16459089128985635,-0.03840171313120294,2.884203999558327,0.7633920562858332,1.1235861761754193,-0.4112460548411847,0.6417451147147984,-0.3757469716278423,-0.9038876155470751,0.5277096638239511,-0.40731062052647016
0.6645944302874269,1.2770670368316377,-0.43778083142682045,-0.25610584490502225,-0.2573813189442923,-0.10539504269915198,-0.5898677134426941,-0.46503617314297613,-0.7058262567261249,-0.39407366093191676,-0.47317494299737534,-0.4766959381799775,0.32084698994261757,-0.49749945874431933,1.1899356470248195,-0.5035406274097195,-0.2647780782208672,-0.17204808108582248,-0.19740467142474352,-0.40579213877728876,-0.3679063844129887,0.051280450631306596,-0.5605668982152447,-0.8463597384613525,1.6808614279833396,-0.23198685726247437,0.14375807511811184
