fitur-1,fitur-2,fitur-3,fitur-4,fitur-5,fitur-6,fitur-7,fitur-8,fitur-9,fitur-10,fitur-11,fitur-12,fitur-13,fitur-14,fitur-15,fitur-16,fitur-17,fitur-18,fitur-19,fitur-20,fitur-21,fitur-22,fitur-23,fitur-24,fitur-25,fitur-26,fitur-27
3.43156557885504,-0.9010565730333581,7.698864439803513,4.947408053579945,5.121157862117129,5.130184467253384,3.946505733568596,7.032311858703586,8.781552011762665,3.434625776859529,4.565004213006827,7.621145771432145,4.114143242851944,2.8569785036740334,2.850942518592889,6.047662760434151,4.9937899317123255,4.02312653582596,2.6784985397288783,5.4459903146077115,-0.0031283982112825987,-0.21403525987549368,1.7254474541560005,-0.9641381931326045,-0.1416463955716767,5.890848212889154,-0.7773667082263871
-0.8699161536409786,-0.026461214793150258,-0.386859555503586,-0.6810131422875906,-0.6531772747216507,-0.5591587072788886,-0.1347709067927481,-0.5729056984518694,-0.27658596255302126,-0.0490666239865265,-0.47182798248530955,-0.3721315532766713,-0.35996335379405714,0.08595544261843639,-0.586187995065394,-0.5994225841650178,-0.4648740073348493,-0.7518407131058685,-0.8142720277948431,-0.5607787039869061,-0.7629511006696665,0.24720992988027496,0.021804194175688265,0.2132060023845774,0.467626388238034,-0.5256084770304095,-0.425489930929554
1.0887942781206013,0.41083646432695364,-0.1872120494466206,-0.059945975847034885,-0.020373424109181748,0.6776550263150839,0.16754588138216625,0.07897009216145522,-0.12041116989240594,0.10406271231439904,1.009593251482966,-0.3721315532766713,0.1708628525876718,0.23179876162136254,0.6696866156943632,-0.31041887353027137,0.33639776353446077,0.5869351510806256,0.007556341034267813,-0.32674874222347944,-0.6968795613254591,0.5627987439236966,-0.8300174358144686,-0.2969764823395353,1.3492126416190338,0.17534827130155628,-0.318347963483403
0.4742968877640271,-0.46375889391325414,-0.2870358024751033,0.17295421156817348,-0.020373424109181748,-0.22934171165382924,-0.4370876949676625,0.187616057263676,0.035763622768209345,-0.010784289911295118,0.2688826344988282,-0.31988791063151567,0.019198222192892106,0.08595544261843639,-0.2556946764444053,-0.4549207288476446,0.13607982081713324,-0.3948338159894701,-0.6088149355875654,0.4533511303212761,0.32722929850975363,1.5095651860539612,-1.4156448064327007,0.17396119586733796,-0.6170507930795359,-0.039876528166265836,-0.23150657934283853
0.051829931893882464,-0.46375889391325414,-0.2870358024751033,-0.13757937165210435,-0.020373424109181748,-0.31179596056009407,0.016387487294709065,-0.08399885549187595,-0.19849856622271358,-0.393607630663609,-0.17554373569165443,-0.26764426798636,-0.35996335379405714,-0.278652854888879,-0.05739868527181206,-0.21408430331868922,-0.565032978693513,-0.2609562295708207,-0.8142720277948431,-0.8728186530048083,-0.8290226400138738,0.7812833074922192,-0.19115121332185095,-0.8071589670636469,-0.24118955461664376,-0.29745918708435526,0.08540808226104014
0.20545427948302597,-0.9010565730333581,0.31190671569579287,1.2210050549366112,-0.020373424109181748,-0.18811458720069682,-0.1347709067927481,-0.19264482059409674,0.38715690625459376,-0.2787606284379148,-0.32368585908848196,0.045817587884574004,-0.2841310385966673,0.15887710211989947,-0.5200893313411963,-0.31041887353027137,-0.01415863622086238,0.6761868753597252,-0.6088149355875654,-0.404758729477955,-0.7959868703417702,1.6794976243850344,-0.7501591580028913,-0.6894245475119296,-1.01922803910604,0.08338677684550358,-0.7784945184100309
-0.447449197770834,-0.9010565730333581,-0.4367714320178273,-0.2928461632622433,-0.49497631206853343,-0.6416129561851533,-0.5882460890551197,-0.6272286810029799,-0.27658596255302126,-0.6233016351149973,-0.9162543526757922,-0.21540062534120433,-0.35996335379405714,-0.6432611523961943,-0.32179334016860306,-0.4067534437418535,-0.01415863622086238,-0.7964665752454183,0.623927617656101,-0.404758729477955,0.5584796862144789,0.07727749154920315,0.04842362011288067,0.01698196979838022,-0.4042343840868482,-0.47173798556839414,0.23315121631836372
1.127200365017887,-0.026461214793150258,0.5115542217527582,-0.059945975847034885,0.6124304265032872,-0.105660338294432,0.016387487294709065,0.024647109610344827,0.27002581175913226,0.2189097145400932,0.12074051110200068,0.41152308640066365,0.09503053739028196,0.15887710211989947,-0.586187995065394,-0.06958244800131598,0.8872721060071114,0.49768342680152594,-0.8142720277948431,0.6093711048302273,0.2611577591655463,0.5385226813049718,-0.3774871948821978,0.42905243822939426,-0.7995465846619751,0.27573549886830767,-0.4717301484589455
-0.14020050259254693,-0.026461214793150258,0.9607611103809304,0.677571284301125,0.45422946385016993,0.1417024084243625,0.4698626695570806,0.7308458827747799,0.38715690625459376,0.10406271231439904,1.305877498276621,0.7772285849167533,0.5500244285746211,0.742250378131604,-0.05739868527181206,0.07491940731605724,-0.164397093258858,-0.03782691887307167,2.883955631936156,0.7653910793391784,1.1200877706402408,-0.40824376082529157,0.634050990731112,-0.37546609537401415,-0.9048106149164229,0.5299226592290606,-0.4029337272566802
0.6663273222504565,1.2854318225671615,-0.4367714320178273,-0.25402946535970855,-0.2576748680888576,-0.105660338294432,-0.5882460890551197,-0.4642597333496487,-0.7060666423697133,-0.393607630663609,-0.47182798248530955,-0.4766188385669826,0.3225274829824515,-0.49741783339326817,1.1984759254879451,-0.5030880139534357,-0.26455606461752174,-0.17170450529172107,-0.19790075117300993,-0.404758729477955,-0.36652186460442293,0.05300142893047841,-0.5638231764425445,-0.8464037735808863,1.6793069104060792,-0.23091114502501617,0.14856545254508655
6.1199916616650505,-0.026461214793150258,5.153358737577204,6.228359084363591,3.4600477542593975,5.336320089519046,5.760406462618081,3.3926720277791893,6.243711631027667,3.9705784539127684,1.8984459918639314,4.852232711238895,6.540777329168419,5.700923224231093,5.032198421491414,5.903160905116778,6.19569758801629,7.950202404106343,6.171269107252599,5.367980327353236,-0.2013430162439046,-0.1654831346380442,0.5275732869823424,-0.7482917572877876,-0.2406174674956955,6.0961554134614975,-1.0164624671588507
0.8583577567368859,1.7227295016872655,0.6612898512954823,1.2986384507416806,0.058727057217376866,0.4302922795962894,0.016387487294709065,0.40490798746811757,0.6995064915758243,1.3673797367970346,-0.6199701058821371,0.516010371690975,0.5500244285746211,0.8151720376330671,0.9340812705911541,0.8937632541145055,0.5367157062517882,1.167071358894773,0.007556341034267813,0.7653910793391784,-0.5317007129649408,0.8298354327296686,-0.21777063925904336,-0.15961965952919724,-0.698859251375112,0.8345766914509051,0.38878902166119395
0.6279212353531707,-0.9010565730333581,0.5614660982669997,0.7163879822036597,1.245234277115756,1.1311533952995405,-0.1347709067927481,1.0567837780814422,1.0118560768970548,0.5251683871419442,1.6021617450702763,1.142934083432843,0.8533536893641804,1.3985453136447719,0.20699596962497893,1.6644398158071627,2.1893387336697403,0.9885679103365738,0.21301343324154554,0.999421041102605,0.09597891080502795,-0.7723847001061626,0.767148120417074,0.09547158283285909,-0.4076669068125368,1.0680846670464867,-0.10857526932567614
